,Name,Rating,reviews,Company Type,Headquaters,Company Age,No. of Employee
8532,Integral Univers...,3.7,(70 Reviews),Private,Lucknow + 3 more,19 years old,501-1k Employees (India)
8533,Saint-Gobain Abr...,4.1,(70 Reviews),Private,Worcester + 14 more,138 years old,10k-50k Employees (Global)
8534,Pratian Technolo...,2.6,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka",17 years old,11-50 Employees (India)
8535,Chargebee,4.1,(70 Reviews),Private,"Walnut,California",13 years old,501-1k Employees (India)
8536,Finicity,3.9,(70 Reviews),Private,"Murrah,Utah + 2 more",23 years old,201-500 Employees (India)
8537,Brickwork India,4.0,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",18 years old,201-500 Employees (India)
8538,Element14,4.4,(70 Reviews),Private,"Singapore,Singapore + 5 more",16 years old,201-500 Employees (India)
8539,Navigant Technol...,2.4,(70 Reviews),Private,New Delhi + 4 more,20 years old,501-1k Employees (India)
8540,Cambridge Univer...,3.4,(70 Reviews),Private,Cambridge + 11 more,489 years old,51-200 Employees (India)
8541,Frog CellSat,4.5,(70 Reviews),Private,Noida + 7 more,30 years old,201-500 Employees (India)
8542,Seshasayee Paper...,4.2,(70 Reviews),Private,"Chennai,Tamil Nadu + 3 more",63 years old,1k-5k Employees (India)
8543,HyTech Professio...,3.3,(70 Reviews),Private,"Rockville,Maryland",19 years old,201-500 Employees (India)
8544,The Company of O...,3.9,(70 Reviews),Houston + 21 more,10k-50k Employees (India),N/A,N/A
8545,IMImobile,3.7,(70 Reviews),Private,London + 2 more,23 years old,501-1k Employees (India)
8546,Vertex Homes,3.9,(70 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",29 years old,201-500 Employees (India)
8547,HealthAssure,3.5,(70 Reviews),Private,"Mumbai,Maharashtra + 6 more",12 years old,51-200 Employees (India)
8548,Farnek Averial,3.7,(70 Reviews),Dubai + 3 more,43 years old,5k-10k Employees (Global),N/A
8549,Signet Industrie...,3.5,(70 Reviews),Private,"Indore,Madhya Pradesh + 14 more",38 years old,501-1k Employees (India)
8550,SKYMAP PHARMACEU...,3.8,(70 Reviews),Faridabad + 2 more,16 years old,51-200 Employees (India),N/A
8551,Jawaharlal Nehru...,4.0,(70 Reviews),Private,"Ajmer,Rajasthan + 9 more",58 years old,201-500 Employees (Global)
8552,ERA's Lucknow Me...,4.2,(70 Reviews),Private,Lucknow,22 years old,201-500 Employees (India)
8553,Seaways Shipping...,3.9,(70 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",34 years old,501-1k Employees (India)
8554,Freudenberg Gala...,4.3,(70 Reviews),Private,Mumbai + 11 more,14 years old,51-200 Employees (India)
8555,Pritam Internati...,3.5,(70 Reviews),Private,New Delhi + 9 more,23 years old,11-50 Employees (India)
8556,Ramkrishna Care ...,4.3,(70 Reviews),Raipur + 6 more,31 years old,501-1k Employees (India),N/A
8557,Srmb Steel,3.2,(70 Reviews),Private,Kolkata + 13 more,72 years old,501-1k Employees (India)
8558,Primeone Workfor...,4.0,(70 Reviews),Private,Bhopal + 17 more,18 years old,51-200 Employees (India)
8559,Essel Finance,4.1,(70 Reviews),LLP,Mumbai + 16 more,11 years old,501-1k Employees (India)
8560,Hi-Tech Arai,3.9,(70 Reviews),Madurai + 6 more,38 years old,501-1k Employees (India),N/A
8561,Rinac India,3.7,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",29 years old,1k-5k Employees (India)
8562,RFCL,3.3,(70 Reviews),Private,"Delhi,NCT + 3 more",8 years old,11-50 Employees (India)
8563,Navigant Technol...,2.4,(70 Reviews),Private,New Delhi + 4 more,20 years old,501-1k Employees (India)
8564,Lindstrom Servic...,3.6,(70 Reviews),Helsinki + 13 more,175 years old,501-1k Employees (India),N/A
8565,Chargebee,4.1,(70 Reviews),Private,"Walnut,California",13 years old,501-1k Employees (India)
8566,Pratian Technolo...,2.6,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka",17 years old,11-50 Employees (India)
8567,SCOPE T&M,3.5,(70 Reviews),Pune + 7 more,35 years old,51-200 Employees (India),N/A
8568,Kohinoor Group,3.9,(70 Reviews),Mumbai + 4 more,62 years old,1k-5k Employees (Global),N/A
8569,Ecocat India,4.2,(70 Reviews),Private,Faridabad,32 years old,51-200 Employees (India)
8570,FIL Industries,4.0,(70 Reviews),Private,"Delhi/NCR,Delhi + 5 more",34 years old,51-200 Employees (India)
8571,Happy Forging,3.8,(70 Reviews),Public,Ludhiana,44 years old,1k-5k Employees (India)
8572,Tata Interactive...,2.7,(70 Reviews),Mumbai + 19 more,33 years old,501-1k Employees (India),N/A
8573,Meena Bazaar,4.1,(70 Reviews),"Gurgaon/Gurugram,Haryana + 11 more",53 years old,201-500 Employees (India),N/A
8574,Harness,4.4,(70 Reviews),Private,"San Francisco,California + 4 more",8 years old,201-500 Employees (India)
8575,Yaantra,3.2,(70 Reviews),Private,"Delhi,NCT + 10 more",10 years old,501-1k Employees (India)
8576,Nestor Pharmaceu...,3.1,(70 Reviews),Public,New Delhi + 6 more,106 years old,51-200 Employees (India)
8577,Edify School,4.0,(70 Reviews),Amravati + 16 more,11-50 Employees (India),N/A,N/A
8578,Timezone Enterta...,4.1,(70 Reviews),Perth + 15 more,45 years old,201-500 Employees (India),N/A
8579,Signet Industrie...,3.5,(70 Reviews),Private,"Indore,Madhya Pradesh + 14 more",38 years old,501-1k Employees (India)
8580,Harness,4.4,(70 Reviews),Private,"San Francisco,California + 4 more",8 years old,201-500 Employees (India)
8581,Anvil Cables,4.2,(70 Reviews),Private,Kolkata + 13 more,14 years old,201-500 Employees (India)
8582,Conceptia Softwa...,4.1,(70 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 6 more",22 years old,501-1k Employees (India)
8583,Unitech Power Tr...,3.9,(70 Reviews),Public,"Gurgaon/Gurugram,Haryana + 13 more",28 years old,201-500 Employees (India)
8584,Yaantra,3.2,(70 Reviews),Private,"Delhi,NCT + 10 more",10 years old,501-1k Employees (India)
8585,FIL Industries,4.0,(70 Reviews),Private,"Delhi/NCR,Delhi + 5 more",34 years old,51-200 Employees (India)
8586,Advics,4.1,(70 Reviews),Private,Kariya + 2 more,22 years old,1k-5k Employees (Global)
8587,SDP & Associates...,3.3,(70 Reviews),Kolkata + 5 more,30 years old,51-200 Employees (India),N/A
8588,Homesfy - Craft ...,4.0,(70 Reviews),Private,"Thane,Maharashtra + 4 more",11 years old,201-500 Employees (India)
8589,Tvs Brakes India...,4.1,(70 Reviews),Ranipet + 11 more,10k-50k Employees (India),N/A,N/A
8590,Jaipur Vidyut Vi...,3.9,(70 Reviews),Jaipur + 11 more,11-50 Employees (India),N/A,N/A
8591,SCOPE T&M,3.5,(70 Reviews),Pune + 7 more,35 years old,51-200 Employees (India),N/A
8592,Dr. Balabhai Nan...,4.4,(70 Reviews),Private,"Mumbai,Maharashtra + 2 more",72 years old,1k-5k Employees (India)
8593,Kohinoor Group,3.9,(70 Reviews),Mumbai + 4 more,62 years old,1k-5k Employees (Global),N/A
8594,Redco Internatio...,3.7,(70 Reviews),Doha + 2 more,41 years old,5k-10k Employees (Global),N/A
8595,Bikaji Foods,3.8,(70 Reviews),Public,Bikaner + 14 more,36 years old,1k-5k Employees (India)
8596,Freudenberg Gala...,4.3,(70 Reviews),Private,Mumbai + 11 more,14 years old,51-200 Employees (India)
8597,Primeone Workfor...,4.0,(70 Reviews),Private,Bhopal + 17 more,18 years old,51-200 Employees (India)
8598,East Wind Footwe...,4.4,(70 Reviews),Cheyyar + 2 more,1k-5k Employees (India),N/A,N/A
8599,AAK KAMANI,4.0,(70 Reviews),Mumbai + 8 more,61 years old,201-500 Employees (India),N/A
8600,S Mobile Devices,4.2,(70 Reviews),Private,Noida + 6 more,11 years old,51-200 Employees (India)
8601,Rishita Develope...,4.0,(70 Reviews),Private,Lucknow + 1 more,14 years old,51-200 Employees (India)
8602,Karuna Greentech,2.4,(70 Reviews),Private,Kolkata + 14 more,8 years old,201-500 Employees (India)
8603,Ascent Meditech,3.7,(70 Reviews),Private,Silvassa + 12 more,11 years old,51-200 Employees (India)
8604,Ghantoot Gulf Co...,4.0,(70 Reviews),Abu Dhabi + 2 more,N/A,N/A,N/A
8605,Beyond Key Syste...,4.4,(70 Reviews),Private,"Chicago,Illinois + 1 more",18 years old,51-200 Employees (India)
8606,Kalpa Electrikal,3.5,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",45 years old,501-1k Employees (India)
8607,Zieta Technologi...,3.5,(70 Reviews),Private,"Atlanta,Georgia + 6 more",22 years old,201-500 Employees (India)
8608,Prolific Systems...,4.0,(70 Reviews),Private,"Thane,Maharashtra + 14 more",26 years old,51-200 Employees (India)
8609,Exilant Technolo...,4.1,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",19 years old,501-1k Employees (India)
8610,iQuanti,3.9,(70 Reviews),Private,Jersey City + 3 more,15 years old,501-1k Employees (India)
8611,Systematix Infot...,3.8,(70 Reviews),Private,"Indore,Madhya Pradesh + 1 more",18 years old,201-500 Employees (India)
8612,Sai Construction,3.6,(70 Reviews),Private,Gurgaon + 21 more,28 years old,51-200 Employees (India)
8613,JSS Medical Rese...,3.5,(70 Reviews),Saint-Laurent + 10 more,38 years old,201-500 Employees (India),N/A
8614,Rinac India,3.7,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",29 years old,1k-5k Employees (India)
8615,Universal Cables,4.0,(70 Reviews),Public,Satna + 7 more,61 years old,1k-5k Employees (India)
8616,Wadia Techno-Eng...,3.6,(70 Reviews),Public,"Mumbai,Maharashtra + 17 more",63 years old,51-200 Employees (India)
8617,Crystal Ceramic ...,3.5,(70 Reviews),Private,Ahemdabad + 22 more,26 years old,51-200 Employees (India)
8618,Muthoot Mercanti...,3.3,(70 Reviews),Private,Thiruvananthapuram + 24 more,26 years old,51-200 Employees (India)
8619,Nivara Home Fina...,3.9,(70 Reviews),Private,"Bengaluru,Karnataka + 15 more",9 years old,51-200 Employees (India)
8620,Scorpion Express,3.6,(70 Reviews),Private,Mumbai + 22 more,23 years old,501-1k Employees (India)
8621,Surevin Bpo Serv...,3.7,(70 Reviews),Public,Bhopal + 10 more,16 years old,501-1k Employees (Global)
8622,Kalinga Universi...,3.4,(70 Reviews),Raipur + 7 more,10 years old,201-500 Employees (India),N/A
8623,Keya Foods Inter...,4.2,(70 Reviews),Private,"Mumbai,Maharashtra + 16 more",14 years old,51-200 Employees (India)
8624,Ram Kripal Singh...,3.9,(70 Reviews),Ranchi + 11 more,201-500 Employees (India),N/A,N/A
8625,Cico Technologie...,4.1,(70 Reviews),Private,New Delhi + 17 more,93 years old,201-500 Employees (India)
8626,Edujobs Academy,4.1,(70 Reviews),Kolkata + 17 more,10 years old,51-200 Employees (India),N/A
8627,Ramkrishna Care ...,4.3,(70 Reviews),Raipur + 6 more,31 years old,501-1k Employees (India),N/A
8628,Meena Bazaar,4.1,(70 Reviews),"Gurgaon/Gurugram,Haryana + 11 more",53 years old,201-500 Employees (India),N/A
8629,Rhydburg Pharmac...,3.6,(70 Reviews),Public,"Delhi/NCR,Delhi + 2 more",36 years old,51-200 Employees (India)
8630,Ecocat India,4.2,(70 Reviews),Private,Faridabad,32 years old,51-200 Employees (India)
8631,Sfj Business Sol...,3.1,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",12 years old,51-200 Employees (India)
8632,Edify School,4.0,(70 Reviews),Amravati + 16 more,11-50 Employees (India),N/A,N/A
8633,Timezone Enterta...,4.1,(70 Reviews),Perth + 15 more,45 years old,201-500 Employees (India),N/A
8634,Kotak Mahindra A...,4.1,(70 Reviews),Mumbai + 33 more,25 years old,1k-5k Employees (India),N/A
8635,O2f info Solutio...,4.2,(70 Reviews),Hyderabad/Secunderabad + 5 more,501-1k Employees (India),N/A,N/A
8636,Reliable Spaces,3.1,(70 Reviews),Private,Navi Mumbai + 1 more,19 years old,51-200 Employees (India)
8637,S K Patodia & As...,3.6,(70 Reviews),Mumbai + 16 more,31 years old,10k-50k Employees (India),N/A
8638,Happy Forging,3.8,(70 Reviews),Public,Ludhiana,44 years old,1k-5k Employees (India)
8639,Ghantoot Gulf Co...,4.0,(70 Reviews),Abu Dhabi + 2 more,N/A,N/A,N/A
8640,Reliable Spaces,3.1,(70 Reviews),Private,Navi Mumbai + 1 more,19 years old,51-200 Employees (India)
8641,Advics,4.1,(70 Reviews),Private,Kariya + 2 more,22 years old,1k-5k Employees (Global)
8642,Homesfy - Craft ...,4.0,(70 Reviews),Private,"Thane,Maharashtra + 4 more",11 years old,201-500 Employees (India)
8643,AAK KAMANI,4.0,(70 Reviews),Mumbai + 8 more,61 years old,201-500 Employees (India),N/A
8644,Anvil Cables,4.2,(70 Reviews),Private,Kolkata + 13 more,14 years old,201-500 Employees (India)
8645,Conceptia Softwa...,4.1,(70 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 6 more",22 years old,501-1k Employees (India)
8646,Sfj Business Sol...,3.1,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",12 years old,51-200 Employees (India)
8647,Shrinath Rotopac...,4.1,(70 Reviews),Hyderabad + 1 more,23 years old,201-500 Employees (India),N/A
8648,Layam Management...,3.5,(70 Reviews),Private,Chennai + 17 more,16 years old,11-50 Employees (Global)
8649,Nivara Home Fina...,3.9,(70 Reviews),Private,"Bengaluru,Karnataka + 15 more",9 years old,51-200 Employees (India)
8650,PETROJET,3.3,(70 Reviews),Private,Cairo + 10 more,48 years old,10k-50k Employees (Global)
8651,Minanshika Softe...,4.2,(70 Reviews),Private,"Kolkata,West Bengal + 8 more",4 years old,11-50 Employees (India)
8652,Fortune Business...,4.3,(70 Reviews),51-200 Employees (India),N/A,N/A,N/A
8653,sifars,4.8,(70 Reviews),Private,"Patiala,Punjab",6 years old,11-50 Employees (India)
8654,Mobile Premier L...,3.0,(70 Reviews),"Bangalore/Bengaluru,Karnataka + 1 more",5 years old,1k-5k Employees (India),N/A
8655,ASC Technology S...,4.5,(70 Reviews),Ahmedabad + 1 more,51-200 Employees (India),N/A,N/A
8656,Tutopia,3.0,(70 Reviews),"Kolkata,West Bengal + 2 more",3 years old,201-500 Employees (India),N/A
8657,DHL IT Services,4.3,(70 Reviews),Chennai + 2 more,501-1k Employees (India),N/A,N/A
8658,Airtel X- Labs,3.3,(70 Reviews),Gurgaon/Gurugram + 6 more,1k-5k Employees (India),N/A,N/A
8659,HLE Glascoat,3.6,(70 Reviews),"Anand,Gujarat + 3 more",1k-5k Employees (India),N/A,N/A
8660,Pearl Organisati...,3.3,(70 Reviews),51-200 Employees (India),N/A,N/A,N/A
8661,Niyo Solutions,3.3,(70 Reviews),Private,"Bangalore,Karnataka + 11 more",8 years old,201-500 Employees (India)
8662,Nimbus BPO,3.7,(70 Reviews),Ranchi + 2 more,N/A,N/A,N/A
8663,AVYAIT,3.9,(70 Reviews),"Hyderabad,Telangana",3 years old,51-200 Employees (India),N/A
8664,Dexters Logistic...,3.4,(70 Reviews),Private,"Pune,Maharashtra + 18 more",13 years old,51-200 Employees (India)
8665,Blue Rose Techno...,4.0,(69 Reviews),Private,"Miami,Florida + 7 more",13 years old,1k-5k Employees (India)
8666,OASYS Tech Solut...,3.7,(69 Reviews),Private,Bhubaneswar + 3 more,11 years old,51-200 Employees (India)
8667,INIFD,3.3,(69 Reviews),Private,Chandigarh + 29 more,28 years old,51-200 Employees (Global)
8668,Biorad Medisys,4.0,(69 Reviews),Private,"Mumbai,Maharashtra + 9 more",16 years old,51-200 Employees (India)
8669,Experion Develop...,4.4,(69 Reviews),Private,"Gurgaon,Haryana + 2 more",17 years old,51-200 Employees (India)
8670,Merit Group,3.8,(69 Reviews),Private,London + 2 more,20 years old,501-1k Employees (India)
8671,IMA-PG,4.0,(69 Reviews),Private,Navi Mumbai + 4 more,62 years old,201-500 Employees (India)
8672,Smile Foundation,4.0,(69 Reviews),Private,"Delhi/NCR,Delhi + 15 more",21 years old,501-1k Employees (India)
8673,Chiripal Group,3.6,(69 Reviews),Private,Ahmedabad + 5 more,51 years old,10k-50k Employees (India)
8674,ROCKWOOL,3.8,(69 Reviews),Private,Hyderabad + 3 more,36 years old,51-200 Employees (India)
8675,Yamaha Music Ind...,3.8,(69 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",15 years old,51-200 Employees (India)
8676,Schenck Rotec,4.4,(69 Reviews),Private,Darmstadt + 7 more,28 years old,51-200 Employees (India)
8677,Wishup,4.4,(69 Reviews),"Delhi,NCT + 2 more",8 years old,11-50 Employees (India),N/A
8678,DigitalTrack Sol...,4.1,(69 Reviews),Private,"Chennai,Tamil Nadu + 10 more",19 years old,201-500 Employees (India)
8679,Zen Technologies,3.4,(69 Reviews),Public,Hyderabad + 3 more,30 years old,201-500 Employees (India)
8680,Bernhard Schulte...,4.1,(69 Reviews),Private,"Hamburg,Hamburg + 6 more",140 years old,51-200 Employees (India)
8681,Classic Auto Tub...,3.8,(69 Reviews),Private,Pune + 4 more,27 years old,201-500 Employees (India)
8682,Blue Rose Techno...,4.0,(69 Reviews),Private,"Miami,Florida + 7 more",13 years old,1k-5k Employees (India)
8683,International SO...,3.2,(69 Reviews),Private,Singapore + 8 more,23 years old,201-500 Employees (India)
8684,Biorad Medisys,4.0,(69 Reviews),Private,"Mumbai,Maharashtra + 9 more",16 years old,51-200 Employees (India)
8685,Magicon Impex,3.7,(69 Reviews),Private,New Delhi + 24 more,12 years old,201-500 Employees (India)
8686,Web Spiders,2.7,(69 Reviews),Private,New York + 3 more,23 years old,51-200 Employees (India)
8687,F5 Networks,4.0,(69 Reviews),Public,"Seattle,Washington + 3 more",27 years old,501-1k Employees (India)
8688,IndiaNIC Infotec...,3.9,(69 Reviews),Private,Ahmedabad + 2 more,26 years old,501-1k Employees (India)
8689,Swarovski India,4.0,(69 Reviews),Private,"Wattens,Austria + 13 more",128 years old,501-1k Employees (India)
8690,Mahabal Group of...,3.3,(69 Reviews),Sangli + 3 more,58 years old,51-200 Employees (India),N/A
8691,Khosla Profil,3.1,(69 Reviews),Private,"Mumbai,Maharashtra + 4 more",44 years old,501-1k Employees (India)
8692,Signals and Syst...,4.2,(69 Reviews),Private,"Chennai,Tamil Nadu + 9 more",28 years old,201-500 Employees (India)
8693,Apeejay Surrendr...,4.2,(69 Reviews),Private,Kolkata + 11 more,113 years old,10k-50k Employees (India)
8694,Merlin Group,4.1,(69 Reviews),Kolkata + 5 more,39 years old,51-200 Employees (Global),N/A
8695,Azure Knowledge ...,3.8,(69 Reviews),Private,"Palo Alto,California + 4 more",22 years old,1k-5k Employees (India)
8696,Assam down town ...,2.5,(69 Reviews),Private,"Guwahati,Assam",13 years old,201-500 Employees (India)
8697,Chirayu Medical ...,4.4,(69 Reviews),Bhopal + 2 more,12 years old,201-500 Employees (India),N/A
8698,Transworld Group...,3.8,(69 Reviews),Dubai + 14 more,46 years old,201-500 Employees (India),N/A
8699,Storia Foods,3.2,(69 Reviews),Private,"Mumbai,Maharashtra + 19 more",7 years old,201-500 Employees (India)
8700,Encore Healthcar...,3.9,(69 Reviews),Private,Mumbai + 8 more,21 years old,51-200 Employees (India)
8701,Meditrina Hospit...,3.3,(69 Reviews),Private,"Kollam,Kerala + 11 more",14 years old,51-200 Employees (India)
8702,Wizertech Inform...,3.8,(69 Reviews),Kolkata + 7 more,23 years old,51-200 Employees (India),N/A
8703,Ocl Iron & Steel,3.9,(69 Reviews),Public,Rajgangpur + 6 more,22 years old,11-50 Employees (India)
8704,Wyzmindz Solutio...,3.0,(69 Reviews),Private,Bengaluru + 2 more,13 years old,51-200 Employees (Global)
8705,Sankei Giken,4.0,(69 Reviews),Tokyo,75 years old,51-200 Employees (India),N/A
8706,Lanco Amarkantak...,4.4,(69 Reviews),Gurgaon + 3 more,22 years old,1-10 Employees (India),N/A
8707,Valeo Lightning ...,3.8,(69 Reviews),Chennai + 4 more,201-500 Employees (India),N/A,N/A
8708,EDUGORILLA COMMU...,3.8,(69 Reviews),Private,"Lucknow,Uttar Pradesh + 1 more",7 years old,201-500 Employees (India)
8709,Daurala Sugar Wo...,4.0,(69 Reviews),501-1k Employees (India),N/A,N/A,N/A
8710,XYXX Apparels,4.4,(69 Reviews),Private,"Surat,Gujarat + 11 more",7 years old,201-500 Employees (India)
8711,Raj Industries,3.9,(69 Reviews),Private,Bhiwadi + 16 more,15 years old,51-200 Employees (India)
8712,Lonsen Kiri Chem...,3.8,(69 Reviews),Private,Ahemdabad + 2 more,25 years old,201-500 Employees (India)
8713,Ruban Memorial H...,4.3,(69 Reviews),Private,Patna,23 years old,501-1k Employees (India)
8714,Piano Presitel,2.9,(69 Reviews),Thane + 1 more,45 years old,501-1k Employees (India),N/A
8715,Finolex,4.2,(69 Reviews),"Pune,Maharashtra + 17 more",65 years old,1k-5k Employees (India),N/A
8716,Sms Integrated F...,4.1,(69 Reviews),Private,"Mumbai,Maharashtra + 16 more",55 years old,51-200 Employees (India)
8717,Classic Marble C...,4.0,(69 Reviews),Mumbai + 8 more,29 years old,201-500 Employees (India),N/A
8718,Trn Energy,3.5,(69 Reviews),Raipur + 5 more,17 years old,1k-5k Employees (India),N/A
8719,Kinetic Green En...,3.7,(69 Reviews),Private,Pune + 10 more,12 years old,201-500 Employees (India)
